Time,Seatpad-X,Seatpad-Y,Seatpad-Z,X_w,Y_w,Z_w,alX,alY,alZ
18.202,0.004337684,-0.000979463,0.228543878,-0.002027224,0.005909121,-0.496231019,-0.007680276,0.036428604,0.948235035
18.204,0.007859129,-0.016039737,0.236691684,-0.002265774,0.005810539,-0.562830925,-0.006338873,0.030155491,0.932603657
18.206,0.014091773,-0.026566073,0.37897715,-0.002556533,0.005486879,-0.611267149,-0.005257702,0.022530902,0.894020438
18.208,0.028021738,-0.034999825,0.619543612,-0.002720078,0.004869205,-0.637677193,-0.003829477,0.013757474,0.834059834
18.21,0.028925469,-0.033858415,0.776856542,-0.002656646,0.004014901,-0.63230288,-0.001590605,0.004424904,0.75542134
18.212,0.030670611,-0.029007424,0.993201494,-0.002400139,0.003073715,-0.591997147,0.001339359,-0.004542545,0.661681175
18.214,0.039614458,-0.039723996,1.083176136,-0.002041217,0.00215901,-0.5226897,0.004744965,-0.012552775,0.556976557
18.216,0.03568789,-0.029926892,1.194677472,-0.001613052,0.001269297,-0.4344863,0.008497379,-0.019441746,0.445702016
18.218,0.045909431,-0.046413928,1.228758812,-0.001116985,0.00036229,-0.337614924,0.012397852,-0.025210878,0.332277626
18.22,0.046034083,-0.057225619,1.342637897,-0.000546128,-0.000646442,-0.238878608,0.016414033,-0.030480806,0.221011832
18.222,0.041858207,-0.048474807,1.542243481,8.79E-05,-0.001833384,-0.138148755,0.020308085,-0.035596684,0.116043925
18.224,0.041827045,-0.049584512,1.630727887,0.000714249,-0.003105175,-0.030454788,0.023644997,-0.040090535,0.021323439
18.226,0.043447532,-0.046667576,1.694515347,0.001286311,-0.004311466,0.084171511,0.026303826,-0.043634504,-0.059427842
18.228,0.028925469,-0.028341601,1.864826798,0.001793553,-0.005371101,0.200134143,0.028086862,-0.045821484,-0.122817352
18.23,0.024687272,-0.018798145,1.805097342,0.002167482,-0.006183664,0.313147128,0.028528992,-0.045975994,-0.165966377
18.232,0.013561998,0.009705403,1.877761841,0.002328767,-0.006622089,0.418247551,0.027390221,-0.043490663,-0.186758533
18.234,0.007235865,0.003681295,1.78766036,0.002262314,-0.006636406,0.509235442,0.024669945,-0.038296327,-0.184094772
18.236,0.009573108,0.003522765,1.651905894,0.002014465,-0.006367686,0.580033243,0.020723285,-0.031454556,-0.158077255
18.238,0.015930403,0.029045966,1.593634725,0.001704727,-0.005988414,0.624812245,0.016401626,-0.023720615,-0.110054485
18.24,0.018392302,0.02305356,1.478804588,0.001469158,-0.005463324,0.643029988,0.012538349,-0.015134175,-0.042497981
18.242,0.031075735,0.017980628,1.266264081,0.001382824,-0.004776785,0.636874974,0.009760657,-0.006520829,0.041266039
18.244,0.021228151,0.032597017,0.926528931,0.001445676,-0.004052137,0.601923823,0.008263413,0.001387186,0.137401223
18.246,0.007235865,0.044708647,0.727747738,0.001525172,-0.003267011,0.530370533,0.007285778,0.008935913,0.241893098
18.248,-0.00943646,0.053047281,0.761290133,0.001386414,-0.00226589,0.427090168,0.005625276,0.016595157,0.350792497
18.25,-0.012646274,0.065063797,0.710120559,0.000896983,-0.000988732,0.312972933,0.002645087,0.024529325,0.460332215
18.252,0.001969279,0.069217257,0.531407773,0.000178068,0.000523931,0.203501612,-0.001112262,0.032735772,0.566926122
18.254,0.005708867,0.067156382,0.444286466,-0.000490113,0.002183204,0.096164078,-0.004468461,0.040824134,0.667096972
18.256,0.005708867,0.054886222,0.299496412,-0.000950499,0.003835993,-0.015807418,-0.006854013,0.047940973,0.757397592
18.258,0.013780143,0.042045355,0.201532453,-0.001248997,0.005294779,-0.132791042,-0.008188194,0.053070657,0.834388614
18.26,0.027491963,0.017187981,0.123478346,-0.001415361,0.006393485,-0.251290381,-0.008141335,0.055252202,0.894718766
18.262,0.014652711,0.019153744,0.224802867,-0.001426144,0.007059107,-0.364200711,-0.006757547,0.054150742,0.935325623
18.264,0.004306521,-0.00123311,0.236977011,-0.001403799,0.007359508,-0.460979551,-0.005075637,0.05020244,0.95373559
18.266,0.010601495,-0.015373914,0.231523991,-0.001526312,0.007359568,-0.535966933,-0.003884661,0.04368208,0.948404312
18.268,0.011287086,-0.030053716,0.302730143,-0.001767875,0.00701882,-0.591701031,-0.003045397,0.034763709,0.919007778
18.27,0.024718434,-0.041499522,0.534451306,-0.001958648,0.006311132,-0.627880752,-0.002075431,0.023920387,0.866597414
18.272,0.029953858,-0.04936257,0.692620277,-0.001965662,0.005287496,-0.636264503,-0.000441195,0.011801225,0.793566406
18.274,0.021633275,-0.029102542,0.880875885,-0.001790278,0.004100895,-0.611164689,0.001800658,-0.000301292,0.70342958
18.276,0.027959408,-0.041753169,1.041581154,-0.001559011,0.002968838,-0.555532038,0.004150028,-0.01101896,0.600476086
18.278,0.025030069,-0.043845754,1.150165677,-0.001355348,0.001940386,-0.476685196,0.00640772,-0.020130599,0.489383519
18.28,0.02640125,-0.042355578,1.234021544,-0.001167397,0.000899522,-0.383212268,0.008462104,-0.027788285,0.374880403
18.282,0.036716279,-0.059381615,1.296223879,-0.000952191,-0.000228146,-0.283372521,0.010424395,-0.03422226,0.261512846
18.284,0.035282768,-0.062552199,1.449225187,-0.000648766,-0.001498032,-0.181575313,0.012582967,-0.040071987,0.153528407
18.286,0.03955213,-0.051613685,1.61823678,-0.00024065,-0.002903685,-0.075896747,0.014929243,-0.045326483,0.054848772
18.288,0.045379657,-0.045240812,1.64467752,0.000244894,-0.004273119,0.036343232,0.017467041,-0.049273238,-0.030922789
18.29,0.038648397,-0.03144877,1.813720703,0.000786723,-0.005416764,0.152113199,0.020108309,-0.051311392,-0.100520134
18.292,0.034846485,-0.017212851,1.844409704,0.001318579,-0.00624258,0.266924649,0.022373943,-0.050993726,-0.151103795
18.294,0.030047346,0.008024994,1.801546574,0.00174756,-0.006681569,0.375995994,0.023832275,-0.047834922,-0.180431843
18.296,0.023565395,0.023751091,1.845043898,0.002032407,-0.00665013,0.472099155,0.024256296,-0.041492239,-0.187080935
18.298,0.015805751,0.024163263,1.673717976,0.002161921,-0.00616605,0.549406886,0.023470249,-0.032470334,-0.170653701
18.3,0.009417293,0.038716245,1.608725667,0.002120804,-0.005386785,0.603133678,0.021401064,-0.021830298,-0.131899163
18.302,0.009728923,0.033484779,1.514090657,0.001922281,-0.004456311,0.630538523,0.018268954,-0.010519569,-0.072694071
18.304,0.017176932,0.02314868,1.386896014,0.001654217,-0.003496028,0.633735001,0.014740528,0.000187117,0.004124306
18.306,0.017426239,0.015095395,1.067577958,0.001439165,-0.00267315,0.612257302,0.011551782,0.008964226,0.095034286
18.308,0.005833519,0.034753017,0.795244634,0.001290551,-0.00202477,0.558209419,0.008763799,0.015662352,0.19614245
18.31,-0.007442015,0.042489238,0.757707655,0.001056004,-0.001342188,0.468979955,0.005729552,0.021272153,0.303455472
18.312,-0.022743158,0.053554576,0.78687489,0.000550977,-0.000406775,0.360193193,0.001707792,0.026660927,0.413057387
18.314,-0.012864416,0.053142402,0.61535871,-0.00025215,0.000792119,0.252087682,-0.003306977,0.032066427,0.521179318
18.316,-0.000212147,0.054632574,0.491397887,-0.001141381,0.002122923,0.148076862,-0.008212085,0.037283823,0.624186933
18.318,0.001719974,0.036972422,0.35589698,-0.001849483,0.003418328,0.0401025,-0.011907361,0.041658171,0.718536615
18.32,0.007235865,0.03560907,0.251877666,-0.002309716,0.004522099,-0.075019695,-0.014087346,0.044433448,0.800755382
18.322,0.028489184,0.01376375,0.115108617,-0.002560599,0.005342555,-0.194407061,-0.014433173,0.045111924,0.867492378
18.324,0.020760702,0.012115047,0.149760589,-0.002585785,0.005851365,-0.312941402,-0.01276567,0.043453071,0.91566664
18.326,0.009136821,0.014492986,0.250355899,-0.002478769,0.006111144,-0.420817524,-0.010057956,0.03997118,0.942708671
18.328,0.008607046,0.002032591,0.235138208,-0.002463637,0.006250506,-0.507225633,-0.007533398,0.035411905,0.946854413
18.33,0.014870857,-0.008144982,0.253304332,-0.002604317,0.006281054,-0.570805371,-0.005458055,0.02987075,0.927420676
18.332,0.024282148,-0.015722677,0.403927833,-0.002742565,0.006104645,-0.615605116,-0.003407591,0.02333378,0.884981751
18.334,0.033911586,-0.027009955,0.623221219,-0.002702654,0.005676927,-0.638053298,-0.000840638,0.015947867,0.821385562
18.336,0.029330593,-0.025075899,0.800697625,-0.002446956,0.005036388,-0.629251122,0.002335074,0.008044173,0.739597082
18.338,0.026338924,-0.02209555,1.003029585,-0.002094944,0.004292254,-0.586282253,0.00559532,0.00035427,0.643410623
18.34,0.034534849,-0.033446241,1.121791124,-0.001767289,0.003542779,-0.514417231,0.008600232,-0.006650078,0.537107885
18.342,0.030919915,-0.039597172,1.234402061,-0.001453299,0.00274828,-0.42288655,0.011396429,-0.013171555,0.425145477
18.344,0.046158735,-0.053420916,1.237318635,-0.001078117,0.001789133,-0.32213825,0.014159489,-0.019611968,0.311929673
18.346,0.045691285,-0.061854668,1.377416611,-0.00057498,0.000590441,-0.220498756,0.017209325,-0.026331006,0.201695621
18.348,0.037339542,-0.061886374,1.560758352,3.74E-05,-0.000830268,-0.118179925,0.020317493,-0.033305801,0.098469906
18.35,0.042668454,-0.056559794,1.625306606,0.000639097,-0.002347519,-0.00987497,0.02297543,-0.039947774,0.006068773
18.352,0.029392919,-0.05180392,1.730657458,0.001146352,-0.003798217,0.104232222,0.02491067,-0.045533687,-0.071924791
18.354,0.026183104,-0.028436719,1.877254605,0.001520738,-0.005041254,0.21955891,0.025736166,-0.049226075,-0.132251769
18.356,0.022131888,-0.01410568,1.805033922,0.001733694,-0.005930084,0.332290411,0.025306629,-0.050085373,-0.172154963
18.358,0.015151324,0.009990755,1.838322639,0.001800726,-0.006346846,0.435535073,0.023739239,-0.047529701,-0.189624324
18.36,0.013904795,0.012717459,1.747492075,0.00174709,-0.006286303,0.52137059,0.021181174,-0.041678671,-0.183652699
18.362,0.007952618,0.028063083,1.672101021,0.001588595,-0.005857877,0.585448623,0.017883409,-0.033282578,-0.154423967
18.364,0.01490202,0.034816425,1.583743334,0.001361641,-0.005173714,0.625834525,0.014251592,-0.023121996,-0.103364326
18.366,0.015369465,0.028697202,1.451951623,0.001139024,-0.004315572,0.642314792,0.010866251,-0.012189533,-0.033025119
18.368,0.019483011,0.019375686,1.19274354,0.000987122,-0.00343643,0.633207381,0.008151876,-0.001937741,0.053181257
18.37,0.010508002,0.027936261,0.875613093,0.000892726,-0.002677207,0.591717839,0.006080213,0.006728463,0.151324511
18.372,0.002966503,0.043123357,0.734310389,0.0007516,-0.001961198,0.512812495,0.004157817,0.014143117,0.257290512
18.374,-0.015731433,0.049147464,0.785670102,0.000419973,-0.001075779,0.406602144,0.001626907,0.021062242,0.36703065
18.376,-0.013363028,0.06604667,0.694142044,-0.00018566,9.31E-05,0.29488802,-0.00194584,0.027993923,0.47668907
18.378,0.007298191,0.059895746,0.523798943,-0.000936216,0.001511987,0.188824743,-0.005765141,0.035052851,0.582615376
18.38,0.009136821,0.053237516,0.398284614,-0.001539459,0.003023277,0.082336284,-0.00852133,0.041584719,0.681305826
18.382,0.01222198,0.047403645,0.244839489,-0.001862481,0.004422192,-0.031969719,-0.009823512,0.046745487,0.769334853
18.384,0.02562217,0.032089725,0.19360657,-0.001979506,0.005584532,-0.152958512,-0.009658608,0.04993654,0.843337476
18.386,0.031387366,0.029965434,0.149665475,-0.001925663,0.006473871,-0.27331388,-0.007850087,0.050832886,0.900090575
18.388,0.016522504,0.037416305,0.237008706,-0.001731781,0.007160574,-0.383358061,-0.004930626,0.049942143,0.936710179
18.39,0.010321024,0.019629329,0.22993882,-0.001573968,0.007766989,-0.474796057,-0.002139081,0.047876086,0.950944126
18.392,0.012440125,0.004632471,0.22280553,-0.001600551,0.008246022,-0.545855105,-0.000158932,0.044356126,0.941495121
18.394,0.014715037,-0.012742328,0.322639972,-0.001750477,0.008404728,-0.599655926,0.001147996,0.03887789,0.908284128
18.396,0.016865302,-0.03566565,0.566725492,-0.001883538,0.008111393,-0.633387804,0.002095259,0.031124355,0.852571666
18.398,0.021477461,-0.053135566,0.730442584,-0.001932496,0.007323118,-0.637084663,0.002960405,0.020913959,0.776894212
18.4,0.014777368,-0.040136173,0.922375798,-0.001911756,0.006129963,-0.60575676,0.003797227,0.009047213,0.684829593
18.402,0.02400168,-0.059318203,1.04757309,-0.001868331,0.004760547,-0.544334829,0.004557379,-0.003142325,0.580657303
18.404,0.024126332,-0.049299158,1.176986933,-0.001798594,0.003360615,-0.461838186,0.005445699,-0.01486767,0.468997747
18.406,0.036591623,-0.062140021,1.247083426,-0.001637494,0.001937249,-0.366701692,0.006785404,-0.025593871,0.354507953
18.408,0.044943366,-0.076439358,1.311663508,-0.001308337,0.000428463,-0.266010463,0.008977821,-0.035419129,0.241676405
18.41,0.036778603,-0.074663825,1.49617815,-0.000801045,-0.001258832,-0.163249567,0.011962722,-0.04467361,0.13472195
18.412,0.035750214,-0.068100721,1.623531222,-0.000238878,-0.003076895,-0.055951782,0.015035106,-0.052902374,0.037566017
18.414,0.031854812,-0.061759554,1.66005373,0.000239822,-0.004831142,0.057546061,0.017633161,-0.059385363,-0.04617402
18.416,0.029174775,-0.037124116,1.805731416,0.000603016,-0.00633674,0.172742993,0.019487254,-0.063346401,-0.113225684
18.418,0.023908192,-0.021778492,1.82396102,0.000866403,-0.00743971,0.284880489,0.02042353,-0.063946538,-0.160774276
18.42,0.023721211,0.009832228,1.819395661,0.001038684,-0.008015465,0.390093863,0.020426754,-0.060596839,-0.186651289
18.422,0.018766258,0.026382675,1.8129282,0.001131694,-0.007995173,0.482638627,0.019618452,-0.05307271,-0.189561546
18.424,0.019825809,0.024892502,1.681041479,0.001160687,-0.007449112,0.55686605,0.018173061,-0.042206086,-0.169282943
18.426,0.018205319,0.042299002,1.624672532,0.001145879,-0.006590454,0.608136892,0.016345641,-0.029446686,-0.126767799
18.428,0.020511398,0.040840536,1.504516125,0.001116057,-0.005570091,0.634512722,0.014422471,-0.015858531,-0.064099692
18.43,0.031574342,0.02999714,1.348122597,0.00112569,-0.004475775,0.63656497,0.0128746,-0.002757346,0.015696542
18.432,0.025404025,0.022165798,1.024873376,0.001235048,-0.00347373,0.611338556,0.012058466,0.008356818,0.10894727
18.434,0.010476839,0.038557716,0.772893608,0.001376229,-0.002641951,0.55143851,0.011451682,0.017100532,0.211651787
18.436,-0.006382464,0.041950241,0.751430273,0.001329569,-0.001822027,0.457253098,0.009965789,0.02419069,0.319758147
18.438,-0.017196104,0.062495623,0.761353552,0.000920058,-0.00080291,0.34608677,0.006841315,0.030528707,0.429342031
18.44,-0.005790363,0.066490553,0.585018456,0.000198653,0.000510039,0.236791968,0.002373116,0.036848601,0.536676168
18.442,0.005802356,0.064524792,0.475165695,-0.000563435,0.002061289,0.131159857,-0.002124104,0.043182556,0.638213456
18.444,0.015338302,0.056249574,0.317725927,-0.001092979,0.003662091,0.021288374,-0.00539241,0.04885155,0.730531693
18.446,0.014465733,0.047181703,0.217701271,-0.001330083,0.005113628,-0.095808707,-0.007011679,0.05308447,0.810295999
18.448,0.032259937,0.027492378,0.129026473,-0.001357951,0.006284287,-0.216693193,-0.006929452,0.055130284,0.874289215
18.45,0.013468509,0.025875378,0.19141902,-0.001257826,0.007110972,-0.333770126,-0.005442807,0.054603469,0.919543624
18.452,0.002000444,0.010402933,0.249880344,-0.001191749,0.00762151,-0.436333716,-0.003802647,0.051697798,0.943575323
18.454,-0.001770308,-0.008271806,0.224485815,-0.001360544,0.007840664,-0.517076552,-0.003109558,0.04647081,0.944681585
18.456,0.005958173,-0.037663117,0.258662224,-0.001751069,0.007664809,-0.577759802,-0.003306097,0.038523823,0.922227681
18.458,0.010352187,-0.048918687,0.44710806,-0.00215785,0.006962217,-0.620751023,-0.003734452,0.027689194,0.876836598
18.46,0.021508623,-0.059191383,0.656573355,-0.002407828,0.005765678,-0.639294744,-0.003721312,0.014624415,0.810417652
18.462,0.019888135,-0.046128575,0.838012695,-0.002456684,0.004301315,-0.624466538,-0.002922282,0.00080272,0.72601831
18.464,0.02478076,-0.04793581,1.029153228,-0.002363117,0.002846514,-0.575588524,-0.001426225,-0.01211181,0.627539814
18.466,0.034316707,-0.047650456,1.112533689,-0.00217863,0.001532803,-0.499913901,0.000752118,-0.023211401,0.519392014
18.468,0.03039014,-0.043401871,1.216267586,-0.001893934,0.00032471,-0.408001423,0.003595406,-0.032194652,0.406169564
18.47,0.043167062,-0.05484768,1.250126958,-0.001505974,-0.000849268,-0.309616774,0.006927056,-0.039152246,0.292408317
18.472,0.037433032,-0.068037309,1.410324931,-0.001028028,-0.002098192,-0.209823042,0.01062336,-0.044890884,0.182443023
18.474,0.031854812,-0.05903285,1.587991595,-0.000515388,-0.003513683,-0.106485792,0.014170744,-0.049965337,0.08035063
18.476,0.037775826,-0.062330257,1.64363122,-5.55E-05,-0.005019292,0.004571889,0.01711724,-0.054175384,-0.010064994
18.478,0.031075735,-0.047174867,1.759285688,0.000340927,-0.006448337,0.12098445,0.019432791,-0.057139855,-0.085302182
18.48,0.033786934,-0.030782951,1.860863924,0.000703615,-0.007647899,0.2371234,0.021061815,-0.05819542,-0.142251521
18.482,0.032758545,-0.001581875,1.80627048,0.001041205,-0.008444762,0.34857285,0.022073265,-0.056392532,-0.178365767
18.484,0.03182365,0.036243189,1.880139709,0.00136302,-0.008634131,0.449602574,0.022601655,-0.050639391,-0.191888213
18.486,0.029081285,0.030726373,1.773964524,0.00166244,-0.008128132,0.535142303,0.022664413,-0.040819995,-0.182080522
18.488,0.021570949,0.049654756,1.659926891,0.001900522,-0.007118252,0.600558877,0.02214366,-0.028263429,-0.149374634
18.49,0.021010011,0.05238146,1.55226171,0.002032754,-0.005865721,0.64016813,0.020922428,-0.01425598,-0.095386699
18.492,0.023409579,0.029109374,1.388322711,0.00207194,-0.004548684,0.651457429,0.019224824,-0.000421147,-0.022772884
18.494,0.023970518,0.021817034,1.141352177,0.00209232,-0.003405103,0.633659065,0.017454401,0.011164978,0.065043122
18.496,0.012782918,0.027587494,0.835032582,0.002115249,-0.002570384,0.582811654,0.015625484,0.019733632,0.164200157
18.498,-0.003390795,0.041538063,0.71433723,0.002024403,-0.001865251,0.496776283,0.013143017,0.02604408,0.270703733
18.5,-0.023117118,0.050796166,0.795149505,0.001632473,-0.0010035,0.387234509,0.009170331,0.031261332,0.380637288
18.502,-0.016385861,0.058659211,0.644716203,0.00087075,0.000138934,0.275187016,0.003579116,0.036168136,0.490251482
18.504,0.000940893,0.056883689,0.488005608,-5.23E-05,0.001496576,0.168557659,-0.002378724,0.040947568,0.595946074
18.506,0.012564777,0.054537456,0.389788061,-0.000782488,0.002918937,0.059908584,-0.007028441,0.04530064,0.694193065
18.508,0.013717817,0.047245115,0.263703108,-0.001154651,0.004267001,-0.055305127,-0.009627625,0.048754022,0.781467676
18.51,0.033599954,0.033865251,0.214055359,-0.001231847,0.005436799,-0.17348513,-0.01002386,0.050744038,0.854252875
18.512,0.032384589,0.032406781,0.175345331,-0.001079218,0.006363926,-0.288238227,-0.008178107,0.050922342,0.909162641
18.514,0.019794645,0.033579901,0.230192453,-0.000787,0.007087803,-0.392542779,-0.004945172,0.049620517,0.943194926
18.516,0.009947063,0.015063691,0.231238663,-0.000573303,0.007684525,-0.480278462,-0.001810218,0.047119841,0.954075158
